رتبه 1 تا 10:
شما در رشته محل های زیر بصورت خوشبینانه شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
علوم آزمایشگاهی - دانشگاه علوم پزشکی مشهد - روزانه	11690	3438	نظام جدید	کاشمر	مرد
پرستاری - دانشگاه علوم پزشکی کاشان - روزانه	11749	3456	نظام جدید	کاشان	زن
داروسازی - دانشگاه علوم پزشکی بقیه الله - تهران - روزانه	12092	3556	نظام جدید	تهران	مرد
علوم آزمایشگاهی دامپزشکی - دانشگاه تخصصی فناوری های نوین آمل - روزانه	12331	3618	نظام جدید	آمل	مرد

شما در رشته محل های زیر بصورت بدبینانه شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
پرستاری - دانشگاه علوم پزشکی تبریز - روزانه	12464	3653	نظام جدید	تبریز	مرد
روانشناسی - دانشگاه شهید بهشتی - تهران - روزانه	12464	3653	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی شیراز - مناطق محروم	12464	3653	نظام جدید	شیراز	زن
پزشکی - دانشگاه علوم پزشکی شیراز - مناطق محروم	12563	3673	نظام جدید	شیراز	زن
پزشکی - دانشگاه علوم پزشکی ارتش جمهوری اسلامی ایران - روزانه	12563	3673	نظام جدید	تهران	مرد
اعضای مصنوعی و وسایل کمکی - دانشگاه علوم پزشکی اصفهان - روزانه	12563	3673	نظام جدید	اصفهان	مرد
هوشبری - دانشگاه علوم پزشکی تبریز - روزانه	12563	3673	نظام جدید	تبریز	زن
پرستاری - دانشگاه علوم پزشکی تهران - روزانه	12594	3685	نظام جدید	تهران	مرد
هوشبری - دانشگاه علوم پزشکی شهید بهشتی - روزانه	12594	3685	نظام جدید	تبریز	زن
گفتار درمانی - دانشگاه علوم پزشکی ایران - روزانه	12614	3690	نظام جدید	تبریز	زن
حسابداری - دانشگاه تهران - روزانه	12614	3690	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - مناطق محروم	12771	3726	نظام جدید	اردبیل	مرد
کاردرمانی - دانشگاه علوم پزشکی شهید بهشتی - روزانه	12801	3736	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی شهید بهشتی - مناطق محروم	12909	3760	نظام جدید	تهران	زن
دکتری عمومی دامپزشکی - دانشگاه زابل - روزانه	12965	3771	نظام جدید	اصفهان	زن
پرستاری - دانشگاه علوم پزشکی تبریز - روزانه	12965	3771	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی شهید بهشتی - مناطق محروم	13030	3787	نظام جدید	تهران	مرد
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی تهران - روزانه	13058	3794	نظام جدید	تهران	مرد
علوم تغذیه - دانشگاه علوم پزشکی اصفهان - روزانه	13097	3809	نظام جدید	اصفهان	زن
دکتری عمومی دامپزشکی - دانشگاه ارومیه - روزانه	13114	3814	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - مناطق محروم	13114	3814	نظام جدید	شیراز	زن
شنوایی شناسی - دانشگاه علوم پزشکی شهید بهشتی - پردیس خودگردان یا ظرفیت مازاد	13114	3814	نظام جدید	مشهد	زن
پرستاری - دانشگاه علوم پزشکی شهید بهشتی - روزانه	13337	3856	نظام جدید	تهران	زن
پرستاری - دانشگاه علوم پزشکی تهران - پردیس خودگردان یا ظرفیت مازاد	13337	3856	نظام جدید	تهران	زن
شنوایی شناسی - دانشگاه علوم پزشکی بابل - روزانه	13337	3856	نظام جدید	تهران	زن
مدیریت مالی - دانشگاه شهید بهشتی - تهران - روزانه	13367	3861	نظام جدید	تهران	زن
دکتری عمومی دامپزشکی - دانشگاه آزاد اسلامی واحد گرمسار - دانشگاه آزاد	13367	3861	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی ایران - مناطق محروم	13458	3887	نظام جدید	تهران	مرد
زمین شناسی - دانشگاه تهران - روزانه	13476	3890	نظام جدید	تهران	مرد
ساخت پروتز های دندانی - دانشگاه علوم پزشکی سبزوار - روزانه	13491	3894	نظام جدید	تبریز	زن
پرستاری - دانشگاه علوم پزشکی کرج - روزانه	13534	3904	نظام جدید	تبریز	مرد
زیست شناسی سلولی و مولکولی - دانشگاه اصفهان - نوبت دوم (شبانه)	13590	3914	نظام جدید	اصفهان	زن
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی ایران - روزانه	13606	3920	نظام جدید	تبریز	مرد
تکنولوژی پرتوشناسی - دانشگاه علوم پزشکی تهران - روزانه	13606	3920	نظام جدید	مشهد	زن
پرستاری - دانشگاه علوم پزشکی اصفهان - روزانه	13686	3941	نظام جدید	اصفهان	مرد
پرستاری - دانشگاه علوم پزشکی ایران - روزانه	13713	3945	نظام جدید	مشهد	مرد
علوم آزمایشگاهی - دانشگاه علوم پزشکی تبریز - روزانه	13713	3945	نظام جدید	تبریز	زن
پرستاری - دانشگاه علوم پزشکی مشهد - پردیس خودگردان یا ظرفیت مازاد	13728	3951	نظام جدید	مشهد	زن
علوم تغذیه - دانشگاه علوم پزشکی شهید بهشتی - پردیس خودگردان یا ظرفیت مازاد	13781	3970	نظام جدید	تهران	زن
پرستاری - دانشگاه علوم پزشکی شهید بهشتی - روزانه	13821	3980	نظام جدید	مشهد	زن
روانشناسی - دانشگاه پیام نور واحد تبریز - پیام نور	13836	3985	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - مناطق محروم	13836	3985	نظام جدید	شیراز	زن
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی تهران - روزانه	13853	3991	نظام جدید	تهران	زن
تکنولوژی اتاق عمل - دانشگاه علوم پزشکی تهران - روزانه	13896	4004	نظام جدید	تهران	مرد
دکتری عمومی دامپزشکی - دانشگاه آزاد اسلامی واحد دوره عالی علوم تحقیقات تهران - دانشگاه آزاد	13896	4004	نظام جدید	تهران	زن
علوم آزمایشگاهی - دانشگاه علوم پزشکی گیلان - رشت - پردیس خودگردان یا ظرفیت مازاد	14009	4043	نظام جدید	رشت	زن
پرستاری - دانشگاه علوم پزشکی مشهد - روزانه	14028	4049	نظام جدید	مشهد	زن
آموزش زیست شناسی - دانشگاه فرهنگیان - پردیس نسیبه تهران - فرهنگیان	14067	4057	نظام جدید	تهران	زن
دکتری عمومی دامپزشکی - دانشگاه آزاد اسلامی واحد کرج - دانشگاه آزاد	14083	4062	نظام جدید	تهران	زن

رتبه 3400 تا 3600:
شما در رشته محل های زیر بصورت خوشبینانه شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
پزشکی - دانشگاه علوم پزشکی مشهد - مناطق محروم	8802	2625	نظام جدید	مشهد	زن
فیزیوتراپی - دانشگاه علوم بهزیستی و توانبخشی تهران - روزانه	8848	2637	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی گناباد - پردیس خودگردان یا ظرفیت مازاد	8902	2655	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	8951	2665	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی جندی شاپور- اهواز - پردیس خودگردان یا ظرفیت مازاد	8951	2665	نظام جدید	تهران	مرد
پزشکی - دانشگاه آزاد اسلامی واحد ساری - پردیس خودگردان یا ظرفیت مازاد	8993	2674	نظام جدید	کرج	مرد
پزشکی - دانشگاه علوم پزشکی زابل - روزانه	9006	2677	نظام جدید	مشهد	مرد
فیزیوتراپی - دانشگاه علوم پزشکی مشهد - روزانه	9021	2680	نظام جدید	مشهد	زن
پزشکی - دانشگاه آزاد اسلامی واحد ساری - پردیس خودگردان یا ظرفیت مازاد	9037	2686	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی یاسوج - پردیس خودگردان یا ظرفیت مازاد	9051	2692	نظام جدید	شیراز	زن
پزشکی - دانشگاه علوم پزشکی جندی شاپور- اهواز - پردیس خودگردان یا ظرفیت مازاد	9051	2692	نظام جدید	تهران	زن
میکروبیولوژی - دانشگاه تهران - روزانه	9065	2696	نظام جدید	مشهد	زن
داروسازی - دانشگاه آزاد اسلامی واحد آیت اله املی - دانشگاه آزاد	9078	2700	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی ایرانشهر - روزانه	9078	2700	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی کرمان - پردیس خودگردان یا ظرفیت مازاد	9103	2706	نظام جدید	مشهد	زن
داروسازی - دانشگاه علوم پزشکی کرمان - روزانه	9141	2714	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی اصفهان - مناطق محروم	9155	2720	نظام جدید	اصفهان	مرد
پزشکی - دانشگاه علوم پزشکی یاسوج - پردیس خودگردان یا ظرفیت مازاد	9170	2726	نظام جدید	تهران	مرد
داروسازی - دانشگاه علوم پزشکی اردبیل - پردیس خودگردان یا ظرفیت مازاد	9193	2734	نظام جدید	تبریز	زن
پزشکی - دانشگاه آزاد اسلامی واحد ساری - پردیس خودگردان یا ظرفیت مازاد	9220	2742	نظام جدید	تهران	زن
فیزیوتراپی - دانشگاه علوم پزشکی تبریز - روزانه	9252	2750	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی تبریز - مناطق محروم	9273	2757	نظام جدید	تبریز	زن
داروسازی - دانشگاه علوم پزشکی زنجان - پردیس خودگردان یا ظرفیت مازاد	9273	2757	نظام جدید	تبریز	زن
پزشکی - دانشگاه آزاد اسلامی واحد تنکابن - دانشگاه آزاد	9273	2757	نظام جدید	تهران	زن
